,part_id,question_id,membership_guid,question,comment_id,date,rationale,answer_probability,answer_text,answer_consensus,accuracy
26247,26247,622,c47b55fd39928266f1a59135bf1d6c9f935c3090,"Will the Government of Canada issue a travel advisory of ""Avoid non-essential travel"" or ""Avoid all travel"" for China between 23 May 2019 and 21 August 2019?",168044,2019-07-30T18:09:31Z,"c47b55fd39928266f1a59135bf1d6c9f935c3090: Yes, 0.03 probability
c47b55fd39928266f1a59135bf1d6c9f935c3090: No, 0.97 probability
c47b55fd39928266f1a59135bf1d6c9f935c3090: I did some research to see what other governments thought of when it comes to travel to China. There seems to be a consensus and I believe that this is not something that is going to happen in the next few months. There needs to be a terror attack of some sort or something bad to happen to Canadian citizens who are visiting over there. Like the US, dual Canadian/Chinese citizens can face trouble when traveling over there. Those laws arent really enforced though. There is also an opportunity for terror attacks according to the UK government. Foreigners arent really the targets over there though. What all that information, I am confident enough to say that there will not be a avoid all travel for China issues by the Canadian government. 

<a target=""_blank"" href=""https://travel.gc.ca/destinations/china"">https://travel.gc.ca/destinations/china</a>

<a target=""_blank"" href=""https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/china-travel-advisory.html"">https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/china-travel-advisory.html</a>

<a target=""_blank"" href=""https://www.gov.uk/foreign-travel-advice/china/terrorism"">https://www.gov.uk/foreign-travel-advice/china/terrorism</a>
 [UPDATE:] 
c47b55fd39928266f1a59135bf1d6c9f935c3090: Yes, 0.0 probability
c47b55fd39928266f1a59135bf1d6c9f935c3090: No, 1.0 probability
c47b55fd39928266f1a59135bf1d6c9f935c3090: After searching online for anything to make me think this is going to happen, I have decided to once again lower the percentage of this happening. I went as low as you can go as I dont see the needle moving anytime soon. There needs to be something catastrophic to happen in order for this to go up. Both the US and Canada have similar advisories for travel to China. 

<a target=""_blank"" href=""https://travel.gc.ca/destinations/china"">https://travel.gc.ca/destinations/china</a>

<a target=""_blank"" href=""https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/china-travel-advisory.html"">https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/china-travel-advisory.html</a>","[0.0,1.0]","['Yes', 'No']",[0],0
8615,8615,521,077d40c5cc6eac97b956a83b8c62343eb198aee1,How much crude oil will Venezuela produce in October 2019?,199201,2019-10-31T16:37:14Z,"077d40c5cc6eac97b956a83b8c62343eb198aee1: Less than 192, 0.0 probability
077d40c5cc6eac97b956a83b8c62343eb198aee1: Between 192 and 373, inclusive,  0.0 probability
077d40c5cc6eac97b956a83b8c62343eb198aee1: More than 373 but less than 528,  0.0 probability
077d40c5cc6eac97b956a83b8c62343eb198aee1: Between 528 and 710, inclusive,  0.01 probability
077d40c5cc6eac97b956a83b8c62343eb198aee1: More than\xa0710,  0.99 probability
077d40c5cc6eac97b956a83b8c62343eb198aee1: Venezuela's crude oil production has been above 710 for the entirety of 2019, aside from September when it was 644. However, news from October suggests that they have recovered some crude oil production since September by freeing up storage space. News from late October indicates that they are averaging 730,000 barrels per day, so I believe that October will end up above 710.

<a target=""_blank"" href=""https://www.argusmedia.com/en/news/2001166-venezuela-crude-production-inches-back-up"">https://www.argusmedia.com/en/news/2001166-venezuela-crude-production-inches-back-up</a>","[0.0, 0.0, 0.0, 0.01, 0.99]","['Less than 192', 'Between 192 and 373, inclusive', 'More than 373 but less than 528', 'Between 528 and 710, inclusive', 'More than\xa0710']","[0, 0, 0, 1, 0]",0.39204
58265,58265,844,9383e3a3f1b5217a897af0e0844a33f8b78ba040,"Between 29 August 2019 and 29 November 2019, will the UN Security Council vote on a resolution regarding Jammu and Kashmir?",206168,2019-11-21T16:52:49Z,"9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will be adopted, 0.2 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will not be adopted,  0.3 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: No,  0.5 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: This was the first time in fifty years that the UN has even discussed Kashmir. It is a tinderbox that is claimed by both Pakistan and India. India's recent announcement that it would strip autonomy from Kashmir forced the debate. The Security Council has a history of inaction from trying not to escalate tensions or show favoritism to one side . China says both sides should stop any action over Kashmir. India has instituted a communications blackout and security lockdown there, so protests have been ongoing. The S.C. should act quickly as both parties are nuclear armed . Since they have a history of being slow to react, I will say nothing much will be accomplished in the next few months. 

<a target=""_blank"" href=""https://foreignpolicy.com/2019/08/20"">https://foreignpolicy.com/2019/08/20</a>
 [UPDATE:] 
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will be adopted, 0.2 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will not be adopted,  0.3 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: No,  0.5 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: The UN is notoriously slow when getting involved in countries disputes. No agreement has been made that I can find  has been announced to the public after the recent meeting of the Security Council last month. Therefore my prediction will stay the same for now.
 [UPDATE:] 
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will be adopted, 0.2 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will not be adopted,  0.3 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: No,  0.5 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: The last update found online is one month ago and says nothing new. The UN Security Council failed to agree on a statement after decades of avoiding the issue. Therefore I still see nothing concrete happening in the near term.
 [UPDATE:] 
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will be adopted, 0.2 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will not be adopted,  0.3 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: No,  0.5 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: China has entered the fray and says no action should be taken in order to maintain peace and the status quo, according to India today.in.  They want to protect their economic interests with Pakistan. India says it is an internal matter only causing more tension. The UNSC will continue delaying action in order to avoid any conflict in my opinion.
<a target=""_blank"" href=""https://www.indiatoday.in/india/story/china-raises-kashmir-issue-at-un-india-reiterates-it-is-internal-matter-1604313-2019-09-28"">https://www.indiatoday.in/india/story/china-raises-kashmir-issue-at-un-india-reiterates-it-is-internal-matter-1604313-2019-09-28</a>
 [UPDATE:] 
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will be adopted, 0.0 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Yes, and it will not be adopted,  0.3 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: No,  0.7 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: The UN has put off making a decision for a long time now and I do not see any news or indication they are likely to take any action in the near future.  My forecast will change to a higher chance for No because of the time limit.","[0.0, 0.3, 0.7]","['Yes, and it will be adopted', 'Yes, and it will not be adopted', 'No']","[0, 0, 1]",0.06
30302,30302,646,5ee017468becfece17bc8646ca4c3aa3e8dd5d27,"Between 30 May 2019 and 29 November 2019, will an Ebola health worker be injured or killed in an attack against an Ebola facility inside the Central African Republic, South Sudan, Uganda, Rwanda, Burundi, or Tanzania?",152096,2019-06-12T17:12:19Z,"5ee017468becfece17bc8646ca4c3aa3e8dd5d27: Yes, 0.3 probability
5ee017468becfece17bc8646ca4c3aa3e8dd5d27: No, 0.7 probability
5ee017468becfece17bc8646ca4c3aa3e8dd5d27: There is a lot of mistrust in that region and people are wary of outsiders. There have been over a hundred attacks on Ebola treatment centers and health workers so far this year in the Congo (<a target=""_blank"" href=""https://www.aljazeera.com/news/2019/05/warns-ebola-breach-drc-borders-attacks-stop-190510185356288.html"">https://www.aljazeera.com/news/2019/05/warns-ebola-breach-drc-borders-attacks-stop-190510185356288.html</a>). While mostly contained to the Congo so far, there is growing risk of the outbreak affecting the above neighboring countries. And some of those countries, like CAF and Sudan, do have a history of attacks on healthcare workers during previous immunization efforts by the WHO (<a target=""_blank"" href=""https://www.reuters.com/article/us-global-health-violence/fights-to-end-polio-contain-ebola-made-tougher-by-rising-violence-research-finds-idUSKCN1SL0BQ"">https://www.reuters.com/article/us-global-health-violence/fights-to-end-polio-contain-ebola-made-tougher-by-rising-violence-research-finds-idUSKCN1SL0BQ</a>). I think with the growing number of cases in the DRC, it's likely the virus spreads into countries on the northeast borders of the DRC. If that happens, there is a good chance of violence against healthcare workers in those countries. But it hasn't happened yet.
 [UPDATE:] 
5ee017468becfece17bc8646ca4c3aa3e8dd5d27: Yes, 0.38 probability
5ee017468becfece17bc8646ca4c3aa3e8dd5d27: No, 0.62 probability
5ee017468becfece17bc8646ca4c3aa3e8dd5d27: Still a long way to go until November but I am going to increase my probability of an attack occurring since the virus has now jumped across the border from the DRC to Uganda. A boy in Uganda has now died and 2 of his relatives have been infected (<a target=""_blank"" href=""https://www.nytimes.com/2019/06/12/world/africa/ebola-uganda-congo.html"">https://www.nytimes.com/2019/06/12/world/africa/ebola-uganda-congo.html</a>). Depending on whether this gets contained or not, it probably will increase vaccination efforts in that region and this would increase the risk an attack.","[0.38,0.62]","['Yes', 'No']",[0],0.2888
18992,18992,574,e7a98ddb96762c8c428712be23696456be07c332,"Before 30 November 2019, will Georgia receive a NATO Membership Action Plan invitation and/or be designated an EU membership candidate/potential candidate?",187305,2019-09-26T17:56:38Z,"e7a98ddb96762c8c428712be23696456be07c332: Yes, 0.33 probability
e7a98ddb96762c8c428712be23696456be07c332: No, 0.6699999999999999 probability
e7a98ddb96762c8c428712be23696456be07c332: I think that Georgia will be able to join both NATO and the EU, despite the long-standing issues with Russia, as they are continuing to put forth efforts despite what is going on. I'm not sure that it will be before November 30th, however, because that date seem too close for such a big change to happen.","[0.33,0.6699999999999999]","['Yes', 'No']",[0],0.2178
49022,49022,775,07114a67cb9bd5e479705e9d1a58e497415a4caa,"How many positive influenza virus detections will FluNet record for Argentina between 5 August 2019 and 8 September 2019 (epidemiological weeks 32-36, inclusive)?",175699,2019-08-22T16:56:34Z,"07114a67cb9bd5e479705e9d1a58e497415a4caa: Less than 200, 0.05 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: Between 200 and 400, inclusive,  0.05 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: More than 400 but less than 600,  0.3 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: Between 600 and 800, inclusive,  0.35 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: More than 800,  0.25 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: <a target=""_blank"" href=""http://apps.who.int/flumart/Default?ReportNo=12"">http://apps.who.int/flumart/Default?ReportNo=12</a>

With a current outbreak of influenza, the risk of a higher than normal infection rate is very possible.
 [UPDATE:] 
07114a67cb9bd5e479705e9d1a58e497415a4caa: Less than 200, 0.05 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: Between 200 and 400, inclusive,  0.05 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: More than 400 but less than 600,  0.35 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: Between 600 and 800, inclusive,  0.35 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: More than 800,  0.2 probability
07114a67cb9bd5e479705e9d1a58e497415a4caa: <a target=""_blank"" href=""http://apps.who.int/flumart/Default?ReportNo=12"">http://apps.who.int/flumart/Default?ReportNo=12</a>

With the given numbers this year and the last years this is the most likely outcome. Its a close call between 2-400 and 4-600. Its equally as likely to be either.","[0.05, 0.05, 0.35, 0.35, 0.2]","['Less than 200', 'Between 200 and 400, inclusive', 'More than 400 but less than 600', 'Between 600 and 800, inclusive', 'More than 800']","[0, 0, 0, 0, 1]",0.178
48731,48731,772,c7df1bb981c0544069e2f14d3a67954a65eeb437,How many earthquakes of magnitude 4.5 or stronger will occur in the Middle East region between 1 September 2019 and 30 September 2019?,186405,2019-09-24T18:04:06Z,"c7df1bb981c0544069e2f14d3a67954a65eeb437: Less than 6, 0.13 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 6 and 9, inclusive,  0.54 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 9 but less than 14,  0.28 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 14 and 17, inclusive,  0.05 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 17,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Using the search tool shows 11 magnitude 4.5 or stronger earthquakes in the Middle East region in September 2018. In the five years from 2013 to 2017, the average for September is 8.6. The numbers range from a low of 4 in 2016 to a high of 14 in 2013. Given those numbers I'm going with the strongest prediction between 6 and 9, but not completely ruling out the lower range of less than 6 or the higher range of 10 to 14.

<a target=""_blank"" href=""https://earthquake.usgs.gov/earthquakes/search/"">https://earthquake.usgs.gov/earthquakes/search/</a>
 [UPDATE:] 
c7df1bb981c0544069e2f14d3a67954a65eeb437: Less than 6, 0.07 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 6 and 9, inclusive,  0.37 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 9 but less than 14,  0.47 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 14 and 17, inclusive,  0.09 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 17,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: I'm changing my numbers some based on recent data. A search for the last 30 days shows 5 qualifying earthquakes. The 30 days before that shows 16 relevant events. Based on those numbers I'm evening out my predictions some in the middle ranges from 6 to 17.

<a target=""_blank"" href=""https://earthquake.usgs.gov/earthquakes/search/"">https://earthquake.usgs.gov/earthquakes/search/</a>
 [UPDATE:] 
c7df1bb981c0544069e2f14d3a67954a65eeb437: Less than 6, 0.11 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 6 and 9, inclusive,  0.42 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 9 but less than 14,  0.44 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 14 and 17, inclusive,  0.03 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 17,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: There have been 3 so far this month. Since the month is now about half over I'm adjusting my numbers some.
 [UPDATE:] 
c7df1bb981c0544069e2f14d3a67954a65eeb437: Less than 6, 0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 6 and 9, inclusive,  0.26 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 9 but less than 14,  0.74 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 14 and 17, inclusive,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 17,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: The current total is 6. If you use that number to calculate the projected total for the month you get about 10. So I'm completely ruling out the higher ranges and and splitting my predictions on the ranges between 6 and 14. With about 10 days left I think the most likely number will be in the 10 to 14 range.
 [UPDATE:] 
c7df1bb981c0544069e2f14d3a67954a65eeb437: Less than 6, 0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 6 and 9, inclusive,  0.51 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 9 but less than 14,  0.49 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: Between 14 and 17, inclusive,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: More than 17,  0.0 probability
c7df1bb981c0544069e2f14d3a67954a65eeb437: There are now 7 qualifying events with about a week left in the month. There was a week between the last two qualifying earthquakes. I'm evening out the numbers some for the two ranges between 6 and 13. I'm less confident now that the total will reach 10 by the end of the month, but with about a week left it's still possible.

<a target=""_blank"" href=""https://earthquake.usgs.gov/earthquakes/search/"">https://earthquake.usgs.gov/earthquakes/search/</a>","[0.0, 0.51, 0.49, 0.0, 0.0]","['Less than 6', 'Between 6 and 9, inclusive', 'More than 9 but less than 14', 'Between 14 and 17, inclusive', 'More than 17']","[0, 0, 1, 0, 0]",0.10404
49594,49594,778,fa73c910fbd6c3aaeeea2095f10429d36d14c597,Will Brazil's President Jair Bolsonaro experience a significant leadership disruption between 1 August 2019 and 29 November 2019?,177859,2019-08-29T15:42:21Z,"fa73c910fbd6c3aaeeea2095f10429d36d14c597: Yes, 0.1 probability
fa73c910fbd6c3aaeeea2095f10429d36d14c597: No, 0.9 probability
fa73c910fbd6c3aaeeea2095f10429d36d14c597: Jair Bolsonaro is not a very popular president among  the Brazilian civilians. He wants to deforest the Amazon. He even fired a scientist that called him out on it. Despite all of this, it seems like Bolsonaro has a tight grip on his leadership. I do not see him being removed at all within the parameters of this question.
 [UPDATE:] 
fa73c910fbd6c3aaeeea2095f10429d36d14c597: Yes, 0.08 probability
fa73c910fbd6c3aaeeea2095f10429d36d14c597: No, 0.92 probability
fa73c910fbd6c3aaeeea2095f10429d36d14c597: I am lowering my previous prediction. Despite unpopular moves from the president, it seems unlikely that this will be happening.","[0.08,0.92]","['Yes', 'No']",[0],0.0128
36619,36619,694,df6c689e90de898894d3411c5b4d6bedf8140f3d,"What will be the daily closing spot price of Brent crude oil (USD per barrel) on 31 July 2019, according to the U.S. EIA?",164896,2019-07-21T07:00:13Z,"df6c689e90de898894d3411c5b4d6bedf8140f3d: Less than $53.97, 0.01 probability
df6c689e90de898894d3411c5b4d6bedf8140f3d: Between $53.97 and $60.39, inclusive,  0.05 probability
df6c689e90de898894d3411c5b4d6bedf8140f3d: More than $60.39 but less than $65.93,  0.53 probability
df6c689e90de898894d3411c5b4d6bedf8140f3d: Between $65.93 and $72.35, inclusive,  0.4 probability
df6c689e90de898894d3411c5b4d6bedf8140f3d: More than $72.35,  0.01 probability
df6c689e90de898894d3411c5b4d6bedf8140f3d: Mixed bag of news this week. Tensions have escalated in the regions as the US shot down an Iranian drone, and Iran seized two tankers in the Gulf. The IEA said that prices shouldn't go much higher as global demand seems to be slowing and there is an oversupply of oil on the market, driving prices down or keeping them from rising higher. Prices have been above $60 for the last month now, and have risen above $67, which seem to be a good upper and lower limit given the previous news. The price is currently around $63. The general trend has been up, but the immediate trend seems to be down a bit. Some of the forecasters I've found are putting a lower limit just under $61, and the upper limit around $65 in the near future.","[0.01, 0.05, 0.53, 0.4, 0.01]","['Less than $53.97', 'Between $53.97 and $60.39, inclusive', 'More than $60.39 but less than $65.93', 'Between $65.93 and $72.35, inclusive', 'More than $72.35']","[0, 0, 1, 0, 0]",0.07672
67803,67803,892,f50827eb1ef17806651351da9e49a47669d0142f,"Before 30 November 2019, will Guyana set a date for a general election?",190716,2019-10-07T17:51:53Z,"f50827eb1ef17806651351da9e49a47669d0142f: Yes, 1.0 probability
f50827eb1ef17806651351da9e49a47669d0142f: No, 0.0 probability
f50827eb1ef17806651351da9e49a47669d0142f: With a small amount of research, it appears that the date has been set.
<a target=""_blank"" href=""http://www.jamaicaobserver.com/news/Guyana_goes_to_the_polls_March_2,_2020?profile=1373"">http://www.jamaicaobserver.com/news/Guyana_goes_to_the_polls_March_2,_2020?profile=1373</a>","[1.0,0.0]","['Yes', 'No']",unknown,unknown
29378,29378,640,6d765d52725c6a9a747b5089c1fc4a9c377a8fe1,How many terrorist incidents with 15 or more dead (victims + perpetrators) will occur between 1 July 2019 and 31 July 2019 as reported by Wikipedia?,168402,2019-07-31T17:43:05Z,"6d765d52725c6a9a747b5089c1fc4a9c377a8fe1: Less than 10, 1.0 probability
6d765d52725c6a9a747b5089c1fc4a9c377a8fe1: Between 10 and 15, inclusive,  0.0 probability
6d765d52725c6a9a747b5089c1fc4a9c377a8fe1: More than 15,  0.0 probability
6d765d52725c6a9a747b5089c1fc4a9c377a8fe1: There were only two such incidents in the first two weeks of the month. Just extrapolating from that I would predict less than ten for the entire month.","[1.0, 0.0, 0.0]","['Less than 10', 'Between 10 and 15, inclusive', 'More than 15']","[1, 0, 0]",0
59133,59133,850,4a521df2442d994111da4edd4adb2a316187af00,Will Venezuela's President Nicolás Maduro experience a significant leadership disruption between 5 September 2019 and 29 November 2019?,180561,2019-09-05T23:37:08Z,"4a521df2442d994111da4edd4adb2a316187af00: Yes, 0.01 probability
4a521df2442d994111da4edd4adb2a316187af00: No, 0.99 probability
4a521df2442d994111da4edd4adb2a316187af00: Although Maduro is not popular with the people, he's got the support of military and he could careless about what Trump says about him. He survived the mass protests and plotting of the opposition force. It is extremely unlikely that he'd leave the office within the next few months.
<a target=""_blank"" href=""https://www.washingtonpost.com/politics/2019/08/14/heres-why-venezuelan-president-nicolas-maduro-is-still-power/?noredirect=on"">https://www.washingtonpost.com/politics/2019/08/14/heres-why-venezuelan-president-nicolas-maduro-is-still-power/?noredirect=on</a>
<a target=""_blank"" href=""https://www.bbc.com/news/world-latin-america-36319877"">https://www.bbc.com/news/world-latin-america-36319877</a>","[0.01,0.99]","['Yes', 'No']",[0],0.0002
26656,26656,623,6c6e2a4785cf92b2c607b80d4ea773177c06e995,Will the United Kingdom (UK) leave the European Union (EU) before 1 November 2019?,148104,2019-05-30T15:43:43Z,"6c6e2a4785cf92b2c607b80d4ea773177c06e995: Yes, 0.3 probability
6c6e2a4785cf92b2c607b80d4ea773177c06e995: No, 0.7 probability
6c6e2a4785cf92b2c607b80d4ea773177c06e995: I think the longer this goes on, the less likely that the UK will leave the EU.  Everyone knows how messy this will be and how it will hurt the UK economy more than others.  It's still a possibility but I think it's less than even odds.

<a target=""_blank"" href=""https://qz.com/1583541/will-brexit-actually-happen-its-anybodys-guess-now/"">https://qz.com/1583541/will-brexit-actually-happen-its-anybodys-guess-now/</a>
 [UPDATE:] 
6c6e2a4785cf92b2c607b80d4ea773177c06e995: Yes, 0.15 probability
6c6e2a4785cf92b2c607b80d4ea773177c06e995: No, 0.85 probability
6c6e2a4785cf92b2c607b80d4ea773177c06e995: I think Theresa May's exit says everything about this.  The votes are just not there to get a Brexit.  A recent article in the Sun suggests the odds are 20% for a Brexit in 2019 but I think it's even lower.
<a target=""_blank"" href=""https://www.thesun.co.uk/news/8018307/latest-brexit-odds-no-deal-second-referendum/"">https://www.thesun.co.uk/news/8018307/latest-brexit-odds-no-deal-second-referendum/</a>","[0.15,0.85]","['Yes', 'No']",[0],0.045
34491,34491,682,bdbc48031e88eab756f84634b8844904e02dcf86,"Between 13 June 2019 and 29 July 2019, will budget protests in Lebanon result in a fatality?",155858,2019-06-24T17:04:55Z,"bdbc48031e88eab756f84634b8844904e02dcf86: Yes, 0.6 probability
bdbc48031e88eab756f84634b8844904e02dcf86: No, 0.4 probability
bdbc48031e88eab756f84634b8844904e02dcf86: With current riots in Lebanon being quite violent as of late I think there is a good chance that it may result in a fatality. Tensions are just too high and I think that increases the chance of it happening.

""""There are those who should be making people aware today that if a temporary reduction doesn't happen, then there will be no salaries for anyone,"" he wrote on Twitter, adding that ""if we must start with the ministers and MPs, so be it"".

Protesters said tackling corruption should be the priority.

""If the economic condition of the country has reached this difficult level ... we are not responsible for it, the politicians are,"" said Ammar, a father of three who served in the military for three decades.""

<a target=""_blank"" href=""https://www.reuters.com/article/us-lebanon-economy/fearing-austerity-lebanese-protest-ahead-of-budget-idUSKCN1RS1K9"">https://www.reuters.com/article/us-lebanon-economy/fearing-austerity-lebanese-protest-ahead-of-budget-idUSKCN1RS1K9</a>
 [UPDATE:] 
bdbc48031e88eab756f84634b8844904e02dcf86: Yes, 0.65 probability
bdbc48031e88eab756f84634b8844904e02dcf86: No, 0.35 probability
bdbc48031e88eab756f84634b8844904e02dcf86: I have raised my prediction based on tensions have raised because there have been injuries. I predict that there is a very good chance of the protest resulting in a fatality. I hope it doesn't happen, but it isn't looking good.
 [UPDATE:] 
bdbc48031e88eab756f84634b8844904e02dcf86: Yes, 0.75 probability
bdbc48031e88eab756f84634b8844904e02dcf86: No, 0.25 probability
bdbc48031e88eab756f84634b8844904e02dcf86: I have raised my prediction by 10% from my prior forecast. Budget cuts are resulting in more protest and an unjust feeling among the public. There are going to be more protest over this and I fear that they will get restless with little to no change.","[0.75,0.25]","['Yes', 'No']",[0],1.125
44297,44297,736,b62c3650e46de6cd91c632344480d4c3384ff695,Will ACLED record any civilian fatalities in Benin between 25 July 2019 and 25 August 2019?,174695,2019-08-19T19:34:40Z,"b62c3650e46de6cd91c632344480d4c3384ff695: Yes, 0.0 probability
b62c3650e46de6cd91c632344480d4c3384ff695: No, 1.0 probability
b62c3650e46de6cd91c632344480d4c3384ff695: I am predicting that this is unlikely. With no violent events in July and very little tension on the horizon, it seems that this is not likely to occur.
 [UPDATE:] 
b62c3650e46de6cd91c632344480d4c3384ff695: Yes, 0.0 probability
b62c3650e46de6cd91c632344480d4c3384ff695: No, 1.0 probability
b62c3650e46de6cd91c632344480d4c3384ff695: Based on the history, civilian fatalities are not a common occurrence in Benin. Going off that information and recent news, I do not see any civilian fatalities being recorded during this time.
 [UPDATE:] 
b62c3650e46de6cd91c632344480d4c3384ff695: Yes, 0.0 probability
b62c3650e46de6cd91c632344480d4c3384ff695: No, 1.0 probability
b62c3650e46de6cd91c632344480d4c3384ff695: With less than a week left in this window, I am revising my forecast to a zero chance of this happening.","[0.0,1.0]","['Yes', 'No']",[0],0
29186,29186,638,a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8,Will a nuclear or radiological event occur with an INES Level 3 or higher rating between 30 May 2019 and 31 August 2019?,154306,2019-06-19T17:32:00Z,"a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8: Yes, 0.03 probability
a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8: No, 0.97 probability
a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8: The most recent event to obtain an INES Level 3 rating seems to have occurred back in December in Iran. This is about 6 months of no activity and I think we could easily see two or so months go by without anything happening. In most cases, these events are usually level 1 or 2, while events with an INES Level of 3 or higher, seem to be quite rare. I'll be sure to follow this closely and make the appropriate updates and adjustments to my forecast and rationales if and when more news comes out.
 [UPDATE:] 
a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8: Yes, 0.02 probability
a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8: No, 0.98 probability
a56aa96d20328fb57fc507b8de2adf9c2aa1fcf8: I'm slightly lowering my forecast as the deadline approaches nearer. I still don't believe we will see much of anything by August, considering the past 2 weeks since my initial forecast have been quiet. Going off of past events, INES Level 3 events seem quite rare and I have high doubts we will see one at all in the given timeframe. With a little over 8 weeks left, that leaves enough time for something to possibly come up, but only time will tell and I'll make any necessary changes to my forecast as more news comes out.","[0.02,0.98]","['Yes', 'No']",[0],0.0008
33302,33302,673,ff581ca86d1424f8e97d78cb7c50220f3b6d5dfa,Will Iran's President Hassan Rouhani experience a significant leadership disruption between 13 June 2019 and 5 October 2019?,152322,2019-06-12T18:44:03Z,"ff581ca86d1424f8e97d78cb7c50220f3b6d5dfa: Yes, 0.21 probability
ff581ca86d1424f8e97d78cb7c50220f3b6d5dfa: No, 0.79 probability
ff581ca86d1424f8e97d78cb7c50220f3b6d5dfa: I don't see him stepping down or being forced out at this point in time, his approval ratings are pretty good and his health seems to be in good standing. Barring any kind of accident or assassination i believe its safe to say he will not lose power any time soon.","[0.21,0.79]","['Yes', 'No']",[0],0.0882
